course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1400,5,4,0,0,27,0,0,0,142,0,142,656.661567716,638.4116297,772.852142081,820.53097874,891.787876822,1142.496707,820.45681701,1,0,0,3,51,462.0,0, 9,7,12,1728,15,1,2,6,13,3,0,0,0,0,3,0.0,0.0,882,889,901,13501,2014,1850,14,13,413,39,52,9,12,8054,693,705,8,8,154,2,8,1,5
1400,5,4,2.5,-75,27,0,80,0,0,0,80,666.295292197,636.618572472,765.932172638,859.170546465,892.877519497,1142.496707,827.231801712,2,0,0,4,54.5,433.0,-2, 9,7,12,2051,42,2,2,4,4,14,0,0,0,0,3,33.3,33.3,876,891,906,2743,205,217,7,7,446,39,41,8,9,2082,218,176,10,8,279,30,30,10,10
1400,5,4,2.5,0,28,0,0,0,131,0,131,647.352647353,622.07104273,756.742278085,826.803658698,904.71274124,1142.496707,816.696512518,3,0,-1,3,55.5,472.0,0, 9,7,12,-1,23,1,4,4,17,6,0,1,0,16,2,0.0,0.0,905,915,925,1094,61,60,5,5,135,8,9,5,6,6178,744,695,12,11,353,35,34,9,9
1400,5,4,3.5,60,230,73,0,0,148,0,221,324.372127556,626.746506986,759.972207942,836.836836837,896.96969697,1142.496707,764.565680548,4,0,-1,3,56.5,499.0,14, 9,7,12,-1,13,3,2,23,15,8,1,0,12,0,-1,-1,-1,-1,-1,-1,6546,1327,993,20,15,487,110,72,22,14,822,45,57,5,6,208,12,15,5,7
1400,5,4,0,-48,21,0,0,0,0,126,126,494.573954429,638.379687375,776.442076352,846.381740346,907.577536595,1131.60518445,799.160029924,9,0,-1,5,52,487.0,-1, 9,7,12,-1,42,1,1,2,2,13,0,0,0,0,7,0.0,0.0,897,909,929,3088,210,240,6,7,111,4,2,3,1,643,49,42,7,6,173,17,6,9,3
1400,5,4,1.5,-36,28,0,0,0,123,19,142,501.954974339,629.371600751,775.326562814,831.713159611,898.164393119,1131.73652695,794.71120293,6,0,2,4,52.5,444.0,-1, 9,7,12,2030,42,0,1,0,2,12,0,0,0,0,5,0.0,0.0,889,899,915,1171,51,56,4,4,141,4,5,2,3,1110,92,94,8,8,338,21,27,6,7
1400,5,4,-0.5,-186,27,0,167,0,22,0,189,645.708582834,-0.997008973081,760.760956175,843.1374421,870.646766169,1142.496707,710.292240884,7,0,-1,3,52,485.0,-5, 9,7,12,-1,8,3,1,37,12,1,1,0,100,0,2,0.0,50.0,875,878,882,2540,188,223,7,8,158,20,22,12,13,7315,693,750,9,10,274,43,31,15,11
1400,5,4,0.0,-149,27,0,0,0,113,59,172,260.538245643,625.125125125,760.233706592,831.343283582,888.383838384,1142.496707,751.353484388,8,0,-1,4,52.5,505.0,-4, 9,7,12,-1,18,3,1,16,5,5,1,0,20,0,1,0.0,0.0,877,877,877,5380,399,469,7,8,263,23,13,8,4,1734,147,141,8,8,206,23,12,11,5
1400,5,4,0,214,28,0,119,0,0,0,119,673.559011882,660.907347136,776.458864002,838.218830617,897.531179602,1167.66467066,835.723317316,5,0,-1,5,51,425.0,6, 9,7,12,-1,46,2,0,4,0,9,0,0,0,0,3,0.0,0.0,898,903,908,1938,136,142,7,7,532,36,40,6,7,2224,230,201,10,9,159,14,16,8,10
1200,5,3,0,259,27,0,0,0,157,0,157,639.082751745,634.112009746,750.857049617,843.1374421,903.3792085,1142.496707,818.844194785,1,4,0,3,52,474.0,7,14,8,12,1680,24,1,1,4,4,11,0,0,0,0,8,12.5,25.0,736,752,780,1436,76,114,5,7,587,36,42,6,7,3898,270,331,6,8,255,20,24,7,9
1200,5,3,1.5,-19,55,0,183,0,0,25,208,648.055832502,603.603603604,756.661586,833.586413586,891.21756487,1159.52143569,815.441072709,10,4,-1,3,52.5,480.0,-1,14,8,12,-1,14,0,4,0,28,3,0,0,0,0,6,0.0,50.0,740,758,770,6546,1327,993,20,15,487,110,72,22,14,999,85,105,8,10,291,23,25,7,8
1200,5,3,-0.5,-215,28,0,0,0,107,48,155,652.05298158,620.37962038,742.477976422,826.653306613,884.650750464,1109.67098704,805.980937083,11,4,1,3,54.5,476.0,-6,14,8,12,1660,13,3,1,23,7,5,2,0,40,0,1,0.0,0.0,748,748,748,894,105,80,11,8,434,48,45,11,10,2451,223,185,9,7,237,25,9,10,3
1200,5,3,-0.5,250,28,0,56,0,0,89,145,651.696606786,604.020100503,760.414166627,843.1374421,894.317048853,1142.496707,816.013678645,12,4,1,2,52,505.0,7,14,8,12,1404,8,2,3,25,37,5,1,3,20,60,1,0.0,0.0,785,785,785,723,108,98,14,13,451,70,76,15,16,683,87,79,12,11,263,39,41,14,15
1200,5,3,0,96,104,0,0,0,132,0,132,550.939132472,633.210334388,775.204512864,832.381217456,906.046138669,1142.496707,806.713007141,13,4,-1,4,53,465.0,10,14,8,12,-1,24,1,0,4,0,2,0,0,0,0,5,0.0,0.0,761,773,799,2881,219,222,7,7,439,31,41,7,9,3248,301,339,9,10,314,37,26,11,8
1200,5,3,2,57,104,0,0,0,17,155,172,632.632632633,615.330899762,775.2310909,843.1374421,463.254721936,1142.496707,745.347249055,14,4,-1,3,53,510.0,6,14,8,12,-1,7,2,0,28,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,469,68,43,14,9,338,51,33,15,9,1285,168,133,13,10,256,39,33,15,12
1200,5,3,1,250,28,53,0,0,0,97,150,620.967741935,623.623623624,738.935581034,843.1374421,891.31614654,1142.496707,810.079540372,9,4,1,2,52,501.0,7,14,8,12,1409,13,2,2,15,15,9,1,2,11,22,1,0.0,0.0,734,734,734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2863,229,246,7,8,247,15,31,6,12
1200,5,3,0,-74,41,0,153,0,0,0,153,642.073778664,618.875869125,759.857014636,840.15984016,903.3792085,1142.496707,817.807069681,3,4,-1,3,51,472.0,-3,14,8,12,-1,14,1,1,7,7,5,0,0,0,0,4,25.0,25.0,742,764,790,5380,399,469,7,8,263,23,13,8,4,3460,302,310,8,8,170,34,20,20,11
1200,5,3,2.5,171,35,0,0,0,0,112,112,639.63963964,616.151545364,735.501768028,843.1374421,881.075256792,1142.496707,809.667059821,4,7,-1,3,57,451.0,6,14,8,12,-1,12,1,2,8,16,5,0,1,0,20,1,100.0,100.0,738,738,738,1999,171,183,8,9,166,24,13,14,7,6178,744,695,12,11,353,35,34,9,9
1200,5,3,-0.5,-112,27,0,132,0,0,0,132,666.666666667,620.37962038,703.057661356,848.473914146,930.06993007,1142.496707,818.52408327,5,4,-1,3,52.5,467.0,-3,14,8,12,-1,18,1,1,5,5,3,0,0,0,0,11,9.1,18.2,734,762,779,1094,61,60,5,5,135,8,9,5,6,8809,894,897,10,10,235,21,27,8,11
1200,5,3,-0.5,37,27,0,0,0,160,0,160,650.383181792,644.710578842,765.820805565,837.081918082,905.71728634,1114.88511489,819.766480918,6,4,-1,4,52,516.0,1,14,8,12,-1,19,1,0,5,0,1,0,0,0,0,9,11.1,11.1,746,766,791,1305,98,83,7,6,93,2,6,2,6,2863,229,246,7,8,247,15,31,6,12
1200,5,3,-2,-48,21,0,0,0,188,0,188,324.524424724,622.877374506,746.987951807,843.1374421,909.76119403,1142.496707,764.964182361,7,7,1,3,51,465.0,-1,14,8,12,1546,15,2,0,13,0,9,1,0,11,0,-1,-1,-1,-1,-1,-1,2743,205,217,7,7,446,39,41,8,9,7687,720,728,9,9,247,30,30,12,12
1200,5,3,-1.5,73,41,0,0,0,115,25,140,625.82257065,611.388611389,759.131816055,834.303388362,791.6870199,1142.496707,794.138352226,8,4,-1,5,55.5,503.0,3,14,8,12,-1,17,1,0,5,0,4,0,0,0,0,2,0.0,0.0,758,772,786,1938,136,142,7,7,532,36,40,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1200,5,3,-1.5,219,41,0,0,0,131,0,131,638.361638362,613.203260299,748.753992064,815.815815816,901.856013434,1142.496707,810.081237829,2,4,-1,3,53,485.0,9,14,8,12,-1,17,1,2,5,11,4,0,0,0,0,3,0.0,33.3,746,750,757,13501,2014,1850,14,13,413,39,52,9,12,7418,599,657,8,8,200,18,18,9,9
1700,5,5,-1.5,142,42,0,0,0,22,141,163,438.773436115,638.4116297,783.092960605,842.062278967,903.658468157,1149.7966139,792.632564574,1,0,-1,4,52,427.0,6,12,9,12,-1,18,0,1,0,5,4,0,0,0,0,1,0.0,0.0,1143,1143,1143,2831,158,224,5,7,90,2,3,2,3,1734,147,141,8,8,206,23,12,11,5
1700,5,5,0,74,27,0,0,0,0,144,144,666.001994018,635.23365966,777.256232248,848.716982925,902.465378572,1135.38234697,827.509432399,10,0,-1,4,51,425.0,2,12,9,12,-1,23,0,2,0,8,3,0,0,0,0,1,0.0,0.0,1137,1137,1137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10543,807,931,7,8,337,21,25,6,7
1700,5,5,-3,285,28,0,0,0,126,0,126,646.533606114,637.724550898,775.2310909,835.506519559,903.3792085,1148.63498483,824.501660134,11,0,1,3,52,509.0,8,12,9,12,1683,7,1,0,14,0,6,1,0,16,0,-1,-1,-1,-1,-1,-1,1938,136,142,7,7,532,36,40,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1700,5,5,-1,-200,20,0,134,0,0,21,155,669.330669331,638.4116297,787.56069731,845.696979499,902.736671968,1136.03208681,829.96145577,12,0,2,4,51,433.0,-4,12,9,12,2119,33,1,0,3,0,13,0,0,0,0,3,0.0,0.0,1126,1135,1145,469,68,43,14,9,338,51,33,15,9,999,85,105,8,10,291,23,25,7,8
1700,5,5,-1,13,76,0,0,0,49,75,124,435.88221089,638.4116297,775.2310909,838.856368948,904.510366489,1142.57732364,789.244831761,2,0,-1,4,52,503.0,1,12,9,12,-1,16,1,1,6,6,3,0,0,0,0,1,0.0,0.0,1145,1145,1145,2743,205,217,7,7,446,39,41,8,9,5380,723,584,13,10,285,41,22,14,7
1700,5,5,0.5,50,20,0,0,0,178,16,194,432.436428444,672.654690619,780.66603474,550.731283342,878.184833409,1128.72239799,740.565944757,9,0,-1,3,57,483.0,1,12,9,12,-1,21,1,5,4,23,9,0,1,0,11,1,0.0,100.0,1120,1120,1120,6546,1327,993,20,15,487,110,72,22,14,1185,121,110,10,9,211,20,29,9,13
1700,5,5,-1.5,-147,41,0,0,0,36,92,128,517.50092392,633.815829884,771.518521834,842.510443145,903.3792085,1158.74620829,804.578522596,4,0,0,5,54,441.0,-6,12,9,12,2443,35,1,1,2,2,8,0,0,0,0,-1,-1,-1,-1,-1,-1,3088,210,240,6,7,111,4,2,3,1,1291,195,110,15,8,294,34,23,11,7
1700,5,5,-1.0,71,42,0,85,0,0,62,147,664.664664665,638.4116297,773.085614403,824.7355572,903.3792085,1125.63217227,821.651474457,5,0,1,3,54.5,479.0,3,12,9,12,1661,16,1,2,6,12,7,0,1,0,14,2,0.0,50.0,1125,1127,1130,723,108,98,14,13,451,70,76,15,16,2194,144,178,6,8,161,10,8,6,4
1700,5,5,-0.5,250,28,0,0,0,0,105,105,670.362903226,649.899396378,772.401073541,842.597021678,903.3792085,1134.86485543,828.917409792,6,0,-1,3,55.5,481.0,7,12,9,12,-1,20,1,2,5,10,3,0,0,0,0,2,50.0,50.0,1129,1134,1139,1094,61,60,5,5,135,8,9,5,6,6178,744,695,12,11,353,35,34,9,9
1700,5,5,0.5,-223,27,0,0,0,45,59,104,540.716847203,643.874605528,770.413682579,830.675640745,898.98989899,1124.36804853,801.50645393,7,0,2,3,53.5,460.0,-6,12,9,12,1695,20,2,1,10,5,10,1,0,10,0,-1,-1,-1,-1,-1,-1,2502,289,290,11,11,235,37,40,15,17,3658,276,300,7,8,315,22,38,6,12
1700,5,5,-1.5,259,27,0,0,0,101,99,200,663.983903421,638.4116297,774.172911291,846.613194661,902.412339118,1150.65722952,829.375201286,8,0,1,3,52,486.0,7,12,9,12,1706,27,1,4,3,14,12,1,1,8,8,-1,-1,-1,-1,-1,-1,7482,518,601,6,8,288,7,18,2,6,10543,807,931,7,8,337,21,25,6,7
1700,5,5,0,100,20,0,21,0,141,0,162,668.662674651,630.833091881,786.076305221,846.015859878,904.955284754,1143.52787537,830.011848626,3,0,2,3,52,458.0,2,12,9,12,1696,28,0,2,0,7,11,0,0,0,0,2,0.0,0.0,1137,1140,1144,3037,270,269,8,8,329,32,24,9,7,8241,733,837,8,10,196,16,12,8,6
1800,5,3,5.5,0,41,0,0,0,119,61,180,636.726546906,632.739076863,756.822854627,835.908274715,901.582681727,1129.6111665,815.565100223,1,0,-1,4,56.5,459.0,0,13,10,12,-1,30,3,3,10,10,7,0,0,0,0,4,0.0,25.0,1180,1187,1202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7687,720,728,9,9,247,30,30,12,12
1800,5,3,0,214,28,0,0,0,162,14,176,509.372940073,638.4116297,802.655428404,841.709446778,896.001675359,1151.54536391,806.616080704,10,0,2,4,51,514.0,6,13,10,12,2115,33,2,3,6,9,10,0,0,0,0,12,8.3,8.3,1170,1206,1243,431,43,40,9,9,315,33,35,10,11,10014,904,967,9,9,326,33,29,10,8
1800,5,3,-4.0,-36,28,0,0,0,15,87,102,651.209677419,636.363636364,760.407187034,816.915422886,899.143064684,1142.496707,817.755949231,11,0,-1,4,52.5,465.0,-1,13,10,12,-1,23,5,4,21,17,3,1,1,33,33,2,0.0,100.0,1170,1193,1216,469,68,43,14,9,338,51,33,15,9,6178,744,695,12,11,353,35,34,9,9
1800,5,3,-1.0,-18,168,0,160,0,20,15,195,468.456599087,638.085742772,768.924302789,835.333225647,900.0,1145.70858283,792.751408855,12,0,-1,4,52.5,475.0,-3,13,10,12,-1,18,3,2,16,11,6,0,0,0,0,4,0.0,25.0,1184,1197,1212,889,70,83,7,9,366,28,33,7,9,999,85,105,8,10,291,23,25,7,8
1800,5,3,2,384,13,0,0,0,99,37,136,396.15357465,614.385614386,775.2310909,823.229888671,889.074760453,1123.25051686,770.220907653,13,0,1,4,55,512.0,5,13,10,12,2061,33,4,3,12,9,11,1,0,9,0,6,16.7,50.0,1200,1209,1224,2743,205,217,7,7,446,39,41,8,9,1311,102,107,7,8,179,14,8,7,4
1800,5,3,-1.5,35,28,0,0,0,113,0,113,662.662662663,648.406374502,773.406374502,830.105184864,887.282762491,1122.31455633,820.696319225,2,0,-1,4,52,462.0,1,13,10,12,-1,22,2,3,9,13,4,0,0,0,0,6,16.7,16.7,1185,1217,1234,3181,255,269,8,8,63,2,4,3,6,4270,277,365,6,8,170,7,19,4,11
1800,5,3,-3.5,-381,21,0,0,0,96,25,121,390.756624642,638.4116297,751.319345733,533.145611294,903.3792085,1142.496707,726.584854478,9,0,-1,4,53.5,486.0,-8,13,10,12,-1,9,3,2,33,22,1,0,1,0,100,-1,-1,-1,-1,-1,-1,6352,680,715,10,11,79,10,13,12,16,3367,346,328,10,9,213,22,20,10,9
1800,5,3,-1.5,-149,27,0,0,0,141,14,155,662.337662338,640.649340368,770.024315326,837.025506609,894.170558215,1141.09409684,824.216913283,4,0,-1,6,52.5,472.0,-4,13,10,12,-1,54,4,3,7,5,8,0,1,0,12,8,12.5,12.5,1194,1205,1222,1171,51,56,4,4,141,4,5,2,3,1110,92,94,8,8,338,21,27,6,7
1800,5,3,0,-36,28,0,0,0,162,0,162,216.783549119,635.112011747,776.407225078,838.613857411,904.688091467,1138.96793562,751.76211174,5,0,-1,6,51,470.0,-1,13,10,12,-1,62,1,3,1,4,7,0,1,0,14,14,0.0,0.0,1172,1217,1249,1436,76,114,5,7,587,36,42,6,7,1185,121,110,10,9,211,20,29,9,13
1800,5,3,-0.5,-315,35,0,0,0,51,107,158,654.037886341,638.4116297,767.979637766,836.112025045,892.47284713,1142.496707,821.918455497,6,0,-1,4,52.5,484.0,-11,13,10,12,-1,21,2,4,9,19,5,0,0,0,0,2,0.0,0.0,1228,1228,1229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3224,239,275,7,8,303,23,28,7,9
1800,5,3,-1.5,111,27,0,0,0,146,0,146,657.657657658,630.341240268,770.881420265,849.250844374,898.138234387,1119.99364515,821.043840349,7,0,-1,4,55,508.0,3,13,10,12,-1,32,5,2,15,6,9,1,0,11,0,2,50.0,50.0,1219,1221,1224,2881,219,222,7,7,439,31,41,7,9,3248,301,339,9,10,314,37,26,11,8
1800,5,3,0,-429,28,0,0,0,0,244,244,531.961523138,624.720089731,766.608590712,822.177822178,668.094711315,1142.496707,759.343240679,8,0,-1,4,52,463.0,-12,13,10,12,-1,21,3,5,14,23,6,0,2,0,33,1,0.0,0.0,1182,1182,1182,7482,518,601,6,8,288,7,18,2,6,5380,723,584,13,10,285,41,22,14,7
1800,5,3,1,500,28,0,0,0,191,0,191,668.38488145,638.4116297,784.240935696,718.144591319,909.594647369,995.104732733,785.646903044,3,0,-1,7,54,528.0,14,13,10,12,-1,51,2,5,3,9,1,0,0,0,0,15,6.7,6.7,1182,1218,1263,1938,136,142,7,7,532,36,40,6,7,4584,372,396,8,8,255,15,12,5,4
1800,5,1,1.5,-148,34,0,0,0,41,74,115,650.650650651,630.630630631,775.2310909,817.386184089,868.41958042,1142.496707,814.135807282,2,0,1,5,55.5,505.0,-5,12,11,12,2413,37,9,8,24,21,9,0,2,0,22,14,42.9,57.1,1160,1191,1211,6546,1327,993,20,15,487,110,72,22,14,2224,230,201,10,9,159,14,16,8,10
1800,5,1,-2,-239,21,0,0,0,126,0,126,677.408863475,612.774451098,771.595933947,832.266127447,886.868686869,1140.5782652,820.24872134,3,0,-1,4,51,477.0,-5,12,11,12,-1,24,5,4,20,16,3,0,0,0,0,6,33.3,66.7,1181,1194,1211,1436,76,114,5,7,587,36,42,6,7,3918,339,360,8,9,275,17,20,6,7
1800,5,1,1,0,27,0,0,0,11,114,125,665.322580645,638.4116297,754.8813663,812.772506481,874.112218441,1121.81879996,811.219850255,4,4,2,4,57,477.0,0,12,11,12,2050,32,5,5,15,15,7,0,1,0,14,7,14.3,42.9,1163,1183,1209,2743,205,217,7,7,446,39,41,8,9,8895,770,823,8,9,289,21,28,7,9
1800,5,1,-2.0,-244,41,0,0,0,0,140,140,329.669329669,629.032258065,761.658522201,830.324649299,879.60199005,1132.23286204,760.419935221,5,0,-1,5,54.5,489.0,-10,12,11,12,-1,27,7,8,25,29,4,0,0,0,0,9,33.3,55.6,1162,1182,1205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5380,723,584,13,10,285,41,22,14,7
1800,5,1,-2,-118,34,0,0,0,58,66,124,658.025922233,638.4116297,759.821083639,841.683366733,887.562189055,1126.74650699,818.708449724,6,4,0,3,52,440.0,-4,12,11,12,1688,19,7,1,36,5,9,3,0,33,0,2,50.0,50.0,1178,1179,1181,2502,289,290,11,11,235,37,40,15,17,1086,107,121,9,11,189,23,23,12,12
1800,5,1,0.5,111,27,0,0,0,0,170,170,672.379032258,638.4116297,749.24774323,825.21539858,879.480920117,1123.75249501,814.747869816,12,4,1,4,51.5,505.0,3,12,11,12,2096,39,4,4,10,10,13,0,0,0,0,9,0.0,0.0,1183,1196,1228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10543,807,931,7,8,337,21,25,6,7
1800,5,1,-2,-239,21,0,0,0,124,0,124,660.518444666,609.780439122,735.091901207,807.385229541,883.128187979,1115.93906094,801.973877242,8,4,1,5,52,475.0,-5,12,11,12,2463,40,5,6,12,15,11,0,1,0,9,7,0.0,28.6,1157,1181,1207,3037,270,269,8,8,329,32,24,9,7,3658,276,300,7,8,315,22,38,6,12
1800,5,1,-4.5,250,48,0,0,0,55,16,71,672.361809045,628.99925874,775.554624658,836.815920398,882.117882118,1138.8759355,822.45423841,9,0,-1,7,53.5,493.0,12,12,11,12,-1,59,10,9,16,15,6,0,0,0,0,9,11.1,22.2,1164,1185,1208,889,70,83,7,9,366,28,33,7,9,1185,121,110,10,9,211,20,29,9,13
1800,5,1,1,37,27,0,0,0,68,53,121,642.137096774,638.4116297,775.2310909,826.603429599,880.170750104,1123.05477802,814.268129182,1,4,1,4,53,512.0,1,12,11,12,2029,35,5,7,14,20,10,2,1,20,10,9,0.0,22.2,1175,1190,1209,723,108,98,14,13,451,70,76,15,16,2140,192,211,8,9,442,39,46,8,10
1800,5,1,-2.5,-143,21,0,176,0,0,0,176,641.358641359,621.196046346,762.939704089,828.343508896,896.275256138,1119.72505107,811.639701316,10,4,2,4,51.5,466.0,-3,12,11,12,2097,39,4,5,10,12,14,1,2,7,14,5,0.0,40.0,1146,1174,1212,1938,136,142,7,7,532,36,40,6,7,2224,230,201,10,9,159,14,16,8,10
1800,5,1,-4,357,28,0,165,0,19,0,184,652.91750503,623.399217435,762.890147951,815.92039801,885.343968096,1105.83378697,807.717503916,11,0,1,3,52,490.0,10,12,11,12,1730,24,7,7,29,29,10,1,3,10,30,3,33.3,66.7,1142,1164,1180,2540,188,223,7,8,158,20,22,12,13,7315,693,750,9,10,274,43,31,15,11
1800,5,1,1.5,-30,34,0,0,0,41,87,128,638.858057805,628.024193548,746.961245882,828.358208955,869.32886171,1141.85814186,808.898118293,7,4,2,6,56.5,491.0,-1,12,11,12,2754,36,7,4,19,11,8,0,0,0,0,12,33.3,50.0,1150,1177,1201,894,105,80,11,8,434,48,45,11,10,2186,199,187,9,8,215,14,12,6,5
1400,5,2,-2.5,-84,48,0,0,0,71,31,102,657.258064516,638.4116297,745.187360505,833.0,886.353760576,1142.496707,817.117920383,1,4,0,3,54,468.0,-4, 9,12,12,1769,16,5,2,31,12,6,1,0,16,0,2,0.0,0.0,884,891,898,431,43,40,9,9,315,33,35,10,11,1291,195,110,15,8,294,34,23,11,7
1400,5,2,-3.0,107,28,0,0,0,102,0,102,625.895586514,606.392548234,742.126373626,843.1374421,885.138026502,1142.496707,807.531113996,2,4,-1,3,53.5,472.0,3, 9,12,12,-1,13,3,3,23,23,1,0,1,0,100,6,0.0,16.7,862,882,902,5635,696,655,12,11,236,37,34,15,14,822,45,57,5,6,208,12,15,5,7
1400,5,2,0,178,28,0,0,0,168,12,180,659.022931206,638.4116297,768.124375624,845.0,885.972439745,1142.496707,823.171347213,3,4,1,3,52,512.0,5, 9,12,12,1660,16,1,3,6,18,8,0,2,0,25,4,0.0,25.0,867,884,895,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2140,192,211,8,9,442,39,46,8,10
1400,5,2,2.5,228,35,0,71,0,46,44,161,616.616616617,602.195197334,753.591523029,843.1374421,891.264671206,1142.496707,808.217026214,4,4,-1,3,56.5,476.0,8, 9,12,12,-1,15,3,1,20,6,3,0,0,0,0,2,0.0,0.0,891,899,907,723,108,98,14,13,451,70,76,15,16,10014,904,967,9,9,326,33,29,10,8
1400,5,2,-3.5,-143,28,0,0,0,0,98,98,647.993647994,618.654304474,748.909173213,843.1374421,882.510255756,1132.40388707,812.268118435,9,4,1,5,53,472.0,-4, 9,12,12,2488,42,2,3,4,7,10,0,0,0,0,8,12.5,25.0,875,883,892,3037,270,269,8,8,329,32,24,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1400,5,2,-0.5,-150,20,0,0,0,179,0,179,655.239402658,615.847226626,648.434245876,825.674325674,880.82935135,1137.12118832,793.857623417,6,0,-1,6,55.5,460.0,-3, 9,12,12,-1,44,3,9,6,20,2,0,0,0,0,14,0.0,35.7,868,880,892,2743,205,217,7,7,446,39,41,8,9,7687,720,728,9,9,247,30,30,12,12
1400,5,2,0,107,28,0,0,0,34,89,123,681.179682677,520.377295697,780.491596757,834.991376782,902.661304922,1145.20958084,810.818472946,7,0,1,7,55,482.0,3, 9,12,12,3123,57,6,1,10,1,12,0,0,0,0,9,22.2,22.2,877,903,920,5380,399,469,7,8,263,23,13,8,4,2451,223,185,9,7,237,25,9,10,3
1400,5,2,-1.5,71,28,0,0,0,17,147,164,656.204674169,638.4116297,742.385889985,827.827827828,879.62738227,1124.76403976,811.536907285,8,0,1,4,54,496.0,2, 9,12,12,2053,21,7,3,33,14,6,1,1,16,16,3,33.3,66.7,872,882,895,894,105,80,11,8,434,48,45,11,10,2224,230,201,10,9,159,14,16,8,10
1400,5,2,0.5,-620,21,0,0,0,204,0,204,659.340659341,658.675142208,766.495214294,831.84079602,882.11379323,1130.74562526,821.535205059,5,0,2,5,53,455.0,-13, 9,12,12,2451,41,6,5,14,12,10,1,1,10,10,17,23.5,29.4,860,883,902,469,68,43,14,9,338,51,33,15,9,1185,121,110,10,9,211,20,29,9,13
